City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
219,Port Alfred,ZA,-33.5906,26.891,59.83,32,71,11.41,2021-07-26 01:25:45,broken clouds
220,Merauke,ID,-8.4667,140.3333,81.61,64,100,8.55,2021-07-26 01:25:12,overcast clouds
221,Saint-Augustin,CA,51.226,-58.6502,60.82,67,100,11.97,2021-07-26 01:25:46,overcast clouds
222,Luena,AO,-11.7833,19.9167,49.68,58,3,5.59,2021-07-26 01:25:46,clear sky
223,Kahului,US,20.8947,-156.47,87.82,78,40,21.85,2021-07-26 01:25:46,scattered clouds
224,Torbay,CA,47.6666,-52.7314,56.57,93,90,11.5,2021-07-26 01:25:46,overcast clouds
225,Khani,GE,41.9563,42.9566,58.57,90,24,3.27,2021-07-26 01:25:47,few clouds
226,Praia,CV,14.9215,-23.5087,74.84,75,98,8.61,2021-07-26 01:25:47,overcast clouds
227,Fortuna,US,40.5982,-124.1573,98.47,92,90,11.5,2021-07-26 01:22:26,overcast clouds
228,Saldanha,ZA,-33.0117,17.9442,63.43,40,100,21.07,2021-07-26 01:25:47,overcast clouds
229,Rocha,UY,-34.4833,-54.3333,58.15,93,100,9.28,2021-07-26 01:25:47,overcast clouds
230,Shetpe,KZ,44.1667,52.1167,77.07,44,0,9.42,2021-07-26 01:25:48,clear sky
231,Kaitangata,NZ,-46.2817,169.8464,51.93,76,100,3.65,2021-07-26 01:25:48,overcast clouds
232,Padang,ID,-0.9492,100.3543,78.85,76,27,2.33,2021-07-26 01:25:48,scattered clouds
233,Bousso,TD,10.4795,16.7117,73.56,91,100,5.35,2021-07-26 01:25:49,overcast clouds
234,Sorland,NO,67.667,12.6934,53.73,86,100,5.06,2021-07-26 01:25:49,overcast clouds
235,Leh,IN,34.1667,77.5833,68.54,48,70,5.21,2021-07-26 01:25:49,broken clouds
236,Parrita,CR,9.5201,-84.3225,82.53,89,100,8.23,2021-07-26 01:25:49,overcast clouds
237,Asha,RU,54.9973,57.2722,47.23,75,5,1.41,2021-07-26 01:25:50,clear sky
238,Rivadavia,AR,-33.1905,-68.4608,48.67,41,0,9.62,2021-07-26 01:25:50,clear sky
239,Nome,US,64.5011,-165.4064,51.87,82,90,11.5,2021-07-26 01:21:18,moderate rain
240,Omboue,GA,-1.5746,9.2618,73.06,83,97,4.09,2021-07-26 01:25:50,overcast clouds
241,Port Blair,IN,11.6667,92.75,82.56,84,98,19.19,2021-07-26 01:25:50,overcast clouds
242,Codrington,AU,-38.2667,141.9667,56.23,85,100,17.13,2021-07-26 01:25:51,overcast clouds
243,Nanortalik,GL,60.1432,-45.2371,44.33,75,100,10.02,2021-07-26 01:25:51,overcast clouds
244,Yatou,CN,37.15,122.3833,84.13,66,61,10.78,2021-07-26 01:25:51,light rain
245,Touros,BR,-5.1989,-35.4608,74.3,86,0,10.42,2021-07-26 01:25:51,clear sky
246,Gat,IL,31.61,34.7642,79.48,83,13,4.56,2021-07-26 01:25:52,few clouds
247,Santa Cruz Do Rio Pardo,BR,-22.8989,-49.6325,62.74,37,0,4.7,2021-07-26 01:25:52,clear sky
248,Ixtapa,MX,20.7,-105.2,87.22,74,75,11.5,2021-07-26 01:25:52,broken clouds
249,Mapastepec,MX,15.4333,-92.9,79.77,85,41,0.81,2021-07-26 01:25:52,scattered clouds
250,Saint George,US,37.1041,-113.5841,82.26,62,20,1.99,2021-07-26 01:25:28,few clouds
251,Madang,PG,-5.2246,145.7966,83.75,68,69,3.49,2021-07-26 01:25:53,broken clouds
252,Kapuskasing,CA,49.4169,-82.4331,60.89,100,75,8.05,2021-07-26 01:23:26,broken clouds
253,Lavumisa,SZ,-27.31,31.892,51.01,93,0,2.62,2021-07-26 01:25:53,clear sky
254,Praya,CV,14.9215,-23.5087,74.84,75,98,8.61,2021-07-26 01:25:53,overcast clouds
255,Chifeng,CN,42.2683,118.9636,80.6,58,100,11.86,2021-07-26 01:25:53,moderate rain
256,Karpathos,GR,35.507,27.2132,75.7,86,1,15.21,2021-07-26 01:25:54,clear sky
257,Beloha,MG,-25.1667,45.05,59.25,73,1,9.89,2021-07-26 01:25:54,clear sky
258,Cap Malheureux,MU,-19.9842,57.6142,70.29,59,0,15.97,2021-07-26 01:22:25,clear sky
259,Tayoltita,MX,24.0833,-105.9333,73.9,91,100,3.04,2021-07-26 01:25:54,overcast clouds
260,Kieta,PG,-6.2167,155.6333,83.95,71,24,3.96,2021-07-26 01:21:55,light rain
261,Mongo,TD,12.1844,18.693,73.56,87,100,0.67,2021-07-26 01:25:55,overcast clouds
262,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,91,90,14.97,2021-07-26 01:25:55,overcast clouds
263,Cantanhede,BR,-3.6333,-44.3767,74.16,63,5,1.19,2021-07-26 01:25:55,clear sky
264,Kutum,SD,14.2,24.6667,72.28,73,100,5.39,2021-07-26 01:25:55,overcast clouds
265,Maroantsetra,MG,-15.4333,49.7333,68.22,84,96,8.48,2021-07-26 01:25:56,light rain
266,Vardo,NO,70.3705,31.1107,45.66,77,59,20.78,2021-07-26 01:21:34,broken clouds
267,Kimberley,ZA,-28.7323,24.7623,40.69,42,92,8.05,2021-07-26 01:25:56,overcast clouds
268,Tecoanapa,MX,16.5167,-98.75,83.41,79,25,9.04,2021-07-26 01:25:56,scattered clouds
269,Severo-Kurilsk,RU,50.6789,156.125,58.39,89,76,1.52,2021-07-26 01:25:56,broken clouds
270,Daru,PG,-9.0763,143.2092,78.19,78,100,15.35,2021-07-26 01:25:57,overcast clouds
271,Hillsborough,US,37.5741,-122.3794,90.16,69,75,18.41,2021-07-26 01:25:57,broken clouds
272,Naberera,TZ,-4.2,36.9333,53.19,62,90,7.02,2021-07-26 01:25:57,overcast clouds
273,Limon,CR,10.0,-83.0333,78.66,81,100,3.18,2021-07-26 01:25:57,overcast clouds
274,Lakatoro,VU,-16.0999,167.4164,83.14,70,83,5.82,2021-07-26 01:25:58,broken clouds
275,Yanggu,CN,36.1106,115.7753,84.6,64,6,6.89,2021-07-26 01:25:58,clear sky
276,Wairoa,NZ,-39.0333,177.3667,58.55,68,100,11.01,2021-07-26 01:25:58,light rain
277,Abha,SA,18.2164,42.5053,64.22,88,0,0.0,2021-07-26 01:25:58,clear sky
278,Hobyo,SO,5.3505,48.5268,75.67,76,77,24.56,2021-07-26 01:25:59,broken clouds
279,Mount Gambier,AU,-37.8333,140.7667,53.51,94,75,18.41,2021-07-26 01:21:25,broken clouds
280,Pevek,RU,69.7008,170.3133,35.96,88,82,9.46,2021-07-26 01:25:59,broken clouds
281,Kushima,JP,31.4583,131.2333,86.04,84,100,8.97,2021-07-26 01:25:59,overcast clouds
282,Pouebo,NC,-20.4,164.5667,78.57,49,28,1.97,2021-07-26 01:25:59,scattered clouds
283,Tilichiki,RU,60.4667,166.1,58.66,85,100,8.1,2021-07-26 01:26:00,overcast clouds
284,Kavieng,PG,-2.5744,150.7967,83.17,70,40,4.14,2021-07-26 01:26:00,scattered clouds
285,Buluang,PH,13.3068,123.3425,83.39,82,100,13.85,2021-07-26 01:26:00,overcast clouds
286,Doha,QA,25.2867,51.5333,95.31,64,17,2.3,2021-07-26 01:24:32,few clouds
287,Sibolga,ID,1.7427,98.7792,80.56,74,12,1.59,2021-07-26 01:22:41,few clouds
288,Batticaloa,LK,7.7102,81.6924,81.59,72,100,4.41,2021-07-26 01:26:01,overcast clouds
289,Groa,NO,62.65,8.7167,55.49,71,11,6.04,2021-07-26 01:26:01,few clouds
290,Port Moresby,PG,-9.4431,147.1797,81.77,72,95,12.91,2021-07-26 01:26:00,light rain
291,Belmonte,BR,-15.8631,-38.8828,68.5,86,62,7.27,2021-07-26 01:26:01,broken clouds
292,Constitucion,CL,-35.3333,-72.4167,50.47,93,100,10.18,2021-07-26 01:26:02,overcast clouds
293,Lazaro Cardenas,MX,17.9583,-102.2,82.9,82,88,6.78,2021-07-26 01:26:02,overcast clouds
294,Qinhuangdao,CN,39.9317,119.5883,81.75,76,100,8.03,2021-07-26 01:26:02,overcast clouds
295,Virginia Beach,US,36.8529,-75.978,84.27,73,75,9.22,2021-07-26 01:24:57,broken clouds
296,Clyde River,CA,70.4692,-68.5914,35.83,93,90,3.44,2021-07-26 01:26:03,light rain
297,Quatre Cocos,MU,-20.2078,57.7625,69.91,61,5,12.01,2021-07-26 01:26:03,clear sky
298,Ous,RU,60.9058,61.5186,52.56,71,100,4.9,2021-07-26 01:26:03,overcast clouds
299,Sakakah,SA,29.9697,40.2064,92.77,23,14,0.87,2021-07-26 01:26:03,few clouds
300,Souillac,MU,-20.5167,57.5167,70.18,64,75,10.36,2021-07-26 01:26:04,broken clouds
301,Imbituba,BR,-28.24,-48.6703,66.09,75,13,7.72,2021-07-26 01:26:04,few clouds
302,Hami,CN,42.8,93.45,87.84,18,4,12.06,2021-07-26 01:26:04,clear sky
303,Uzhur,RU,55.3036,89.8339,68.43,83,100,1.48,2021-07-26 01:26:04,light rain
304,Kishi,NG,9.0833,3.85,72.9,80,96,6.38,2021-07-26 01:26:05,overcast clouds
305,Canto Do Buriti,BR,-8.11,-42.9444,74.07,54,6,8.08,2021-07-26 01:26:05,clear sky
306,Udachnyy,RU,66.4167,112.4,81.12,46,6,15.23,2021-07-26 01:26:05,clear sky
307,Ust-Abakan,RU,53.8525,91.3742,69.71,83,0,6.71,2021-07-26 01:26:05,clear sky
308,Sanmenxia,CN,34.7747,111.1814,82.0,68,99,0.87,2021-07-26 01:26:06,overcast clouds
309,Sinaloa,MX,25.0,-107.5,90.05,64,6,1.01,2021-07-26 01:24:13,clear sky
310,Tabriz,IR,38.08,46.2919,74.66,60,0,11.5,2021-07-26 01:24:15,clear sky
311,Posse,BR,-14.0931,-46.3694,67.3,47,0,9.4,2021-07-26 01:26:06,clear sky
312,Walvis Bay,NA,-22.9575,14.5053,72.55,26,93,18.41,2021-07-26 01:26:06,overcast clouds
313,Shu,KZ,43.5983,73.7614,79.56,20,0,8.03,2021-07-26 01:26:07,clear sky
314,Bambous Virieux,MU,-20.3428,57.7575,70.05,64,75,10.36,2021-07-26 01:26:07,broken clouds
315,Baykit,RU,61.67,96.37,78.28,51,69,3.29,2021-07-26 01:26:07,broken clouds
316,Vikhorevka,RU,56.1201,101.1636,74.79,49,100,5.23,2021-07-26 01:26:07,overcast clouds
317,Springfield,US,37.2153,-93.2982,80.42,88,1,1.01,2021-07-26 01:21:34,clear sky
318,Atambua,ID,-9.1061,124.8925,80.04,43,97,4.43,2021-07-26 01:26:08,overcast clouds
319,Nieuw Nickerie,SR,5.95,-56.9833,79.3,76,100,7.7,2021-07-26 01:26:08,overcast clouds
320,Aitape,PG,-3.1374,142.3475,83.17,65,87,3.74,2021-07-26 01:23:11,overcast clouds
321,Conakry,GN,9.538,-13.6773,77.32,84,96,3.47,2021-07-26 01:26:08,overcast clouds
322,Soe,ID,-9.8607,124.284,77.32,36,25,6.58,2021-07-26 01:26:09,scattered clouds
323,Kristianstad,SE,56.0313,14.1524,67.35,90,100,1.99,2021-07-26 01:26:09,overcast clouds
324,Porbandar,IN,21.6422,69.6093,79.57,87,100,20.2,2021-07-26 01:26:09,overcast clouds
325,Shimoda,JP,34.6667,138.95,84.11,75,35,9.46,2021-07-26 01:26:09,scattered clouds
326,Buin,CL,-33.7333,-70.75,54.73,95,74,1.72,2021-07-26 01:26:10,broken clouds
327,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.3,51,100,7.76,2021-07-26 01:26:10,overcast clouds
328,Mangaluru,IN,12.8667,74.8833,76.06,100,90,0.0,2021-07-26 01:26:10,moderate rain
329,Taicheng,CN,38.731,113.228,72.75,77,95,3.0,2021-07-26 01:26:11,overcast clouds
330,Sao Joao Do Piaui,BR,-8.3581,-42.2467,75.79,52,4,10.11,2021-07-26 01:26:11,clear sky
331,Santa Cruz,BO,-17.8,-63.1667,76.46,69,20,11.5,2021-07-26 01:26:11,few clouds
332,Chapais,CA,49.7834,-74.8492,56.98,84,86,5.32,2021-07-26 01:26:11,overcast clouds
333,Hasaki,JP,35.7333,140.8333,86.29,67,99,20.78,2021-07-26 01:26:11,overcast clouds
334,Lagoa,PT,39.05,-27.9833,68.97,84,7,11.63,2021-07-26 01:26:12,clear sky
335,Veraval,IN,20.9,70.3667,78.94,94,100,20.33,2021-07-26 01:26:12,moderate rain
336,Itinga,BR,-16.6131,-41.7653,63.39,85,0,4.32,2021-07-26 01:26:12,clear sky
337,Cockburn Town,TC,21.4612,-71.1419,81.93,82,100,16.49,2021-07-26 01:26:13,overcast clouds
338,Urucara,BR,-2.5364,-57.76,76.93,63,39,3.62,2021-07-26 01:26:13,scattered clouds
339,Inhambane,MZ,-23.865,35.3833,66.11,58,100,11.92,2021-07-26 01:26:13,overcast clouds
340,Zemio,CF,5.0314,25.1361,68.02,99,100,0.69,2021-07-26 01:26:13,light rain
341,Asfi,MA,32.2994,-9.2372,68.67,90,0,13.29,2021-07-26 01:22:20,clear sky
342,Ornskoldsvik,SE,63.2909,18.7153,58.82,94,75,0.0,2021-07-26 01:26:14,broken clouds
343,Cherskiy,RU,68.75,161.3,54.52,47,0,12.37,2021-07-26 01:26:14,clear sky
344,Ambilobe,MG,-13.2,49.05,60.03,84,34,3.4,2021-07-26 01:26:14,scattered clouds
345,Luau,AO,-10.7073,22.2247,59.36,42,10,8.25,2021-07-26 01:22:19,clear sky
346,Mabaruma,GY,8.2,-59.7833,72.14,99,99,2.39,2021-07-26 01:26:14,overcast clouds
347,Shar,KZ,49.5886,81.0453,78.35,45,56,5.61,2021-07-26 01:26:15,broken clouds
348,Humberto De Campos,BR,-2.5983,-43.4611,75.02,84,0,3.94,2021-07-26 01:26:15,clear sky
349,Tecolutla,MX,20.4833,-97.0167,81.81,74,0,8.3,2021-07-26 01:26:15,clear sky
350,Veliki Preslav,BG,43.1667,26.8167,60.48,75,0,0.81,2021-07-26 01:26:15,clear sky
351,Ardmore,US,34.1743,-97.1436,91.65,66,1,3.0,2021-07-26 01:22:13,clear sky
352,Krasnoselkup,RU,65.7,82.4667,58.1,78,100,9.46,2021-07-26 01:22:02,overcast clouds
353,Honningsvag,NO,70.9821,25.9704,45.75,74,99,11.86,2021-07-26 01:26:16,overcast clouds
354,Morgan City,US,29.6994,-91.2068,85.05,89,75,0.0,2021-07-26 01:26:16,broken clouds
355,Ketchikan,US,55.3422,-131.6461,63.07,67,75,10.36,2021-07-26 01:26:16,light rain
356,Tombouctou,ML,20.0,-3.0,94.53,25,20,8.05,2021-07-26 01:26:16,few clouds
357,Kloulklubed,PW,7.0419,134.2556,81.1,78,100,16.67,2021-07-26 01:26:17,moderate rain
358,Port Macquarie,AU,-31.4333,152.9167,66.38,38,0,5.01,2021-07-26 01:21:59,clear sky
359,Adrar,MR,20.5022,-10.0711,90.39,14,0,8.41,2021-07-26 01:26:17,clear sky
360,Ypsonas,CY,34.6884,32.9574,77.99,88,0,5.75,2021-07-26 01:26:17,clear sky
361,Mogadishu,SO,2.0371,45.3438,76.26,77,7,20.56,2021-07-26 01:24:11,clear sky
362,Namibe,AO,-15.1961,12.1522,68.67,67,0,6.69,2021-07-26 01:26:18,clear sky
363,Makarska,HR,43.2969,17.0178,84.34,46,100,12.57,2021-07-26 01:26:18,overcast clouds
364,Kamenka,RU,51.3223,42.7678,58.6,62,6,3.15,2021-07-26 01:26:18,clear sky
365,Chicama,PE,-7.8447,-79.1469,64.94,85,17,6.08,2021-07-26 01:26:18,few clouds
366,Batsfjord,NO,70.6345,29.7185,44.76,87,98,17.22,2021-07-26 01:26:19,overcast clouds
367,Pangnirtung,CA,66.1451,-65.7125,50.47,90,100,3.22,2021-07-26 01:22:44,overcast clouds
368,Kiunga,PG,-6.1219,141.2906,71.94,98,100,3.85,2021-07-26 01:26:19,overcast clouds
369,Fairbanks,US,64.8378,-147.7164,71.1,53,90,1.99,2021-07-26 01:25:52,overcast clouds
370,College,US,64.8569,-147.8028,71.26,52,75,3.44,2021-07-26 01:24:26,broken clouds
371,Buraydah,SA,26.326,43.975,91.85,19,11,4.83,2021-07-26 01:26:19,few clouds
372,Bud,US,39.447,-86.1758,82.38,80,76,4.23,2021-07-26 01:26:19,broken clouds
373,Gushikawa,JP,26.3544,127.8686,83.79,92,90,13.8,2021-07-26 01:26:20,overcast clouds
374,Rincon,US,32.296,-81.2354,81.86,82,40,11.5,2021-07-26 01:26:20,scattered clouds
375,Iskateley,RU,67.6803,53.1512,41.43,91,77,15.03,2021-07-26 01:26:20,broken clouds
376,Takoradi,GH,4.8845,-1.7554,74.17,80,81,8.28,2021-07-26 01:26:20,broken clouds
377,Anloga,GH,5.7947,0.8973,77.22,78,100,13.2,2021-07-26 01:26:21,overcast clouds
378,Big Bend,SZ,-26.8167,31.9333,51.73,93,0,2.01,2021-07-26 01:26:21,clear sky
379,Nantucket,US,41.2835,-70.0995,73.99,89,90,16.11,2021-07-26 01:23:06,overcast clouds
380,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.06,97,100,2.71,2021-07-26 01:26:21,overcast clouds
381,Slave Lake,CA,55.2834,-114.769,69.78,52,75,4.61,2021-07-26 01:22:34,broken clouds
382,Aden,YE,12.7794,45.0367,82.72,77,13,10.87,2021-07-26 01:22:27,few clouds
383,Tres Arroyos,AR,-38.3739,-60.2798,41.68,67,0,7.31,2021-07-26 01:26:22,clear sky
384,Araguacu,BR,-12.9306,-49.8264,74.59,40,6,3.76,2021-07-26 01:26:22,clear sky
385,Gamba,GA,-2.65,10.0,69.78,93,100,1.54,2021-07-26 01:26:22,overcast clouds
386,Paros,GR,37.0833,25.15,77.31,72,0,14.97,2021-07-26 01:26:22,clear sky
387,Katangli,RU,51.7102,143.2326,82.76,61,100,12.3,2021-07-26 01:26:23,overcast clouds
388,Byron Bay,AU,-28.65,153.6167,66.15,36,6,3.56,2021-07-26 01:26:23,clear sky
389,Cabedelo,BR,-6.9811,-34.8339,72.27,87,19,12.86,2021-07-26 01:25:46,few clouds
390,Acapulco,MX,16.8634,-99.8901,84.02,79,75,11.5,2021-07-26 01:26:23,broken clouds
391,Olafsvik,IS,64.8945,-23.7142,48.97,90,100,22.97,2021-07-26 01:26:23,moderate rain
392,Nelson Bay,AU,-32.7167,152.15,64.76,54,0,4.0,2021-07-26 01:26:24,clear sky
393,Batagay-Alyta,RU,67.8006,130.4114,64.18,56,100,2.46,2021-07-26 01:26:24,overcast clouds
394,Russkaya Polyana,UA,49.417,31.9201,69.96,61,98,3.78,2021-07-26 01:26:24,overcast clouds
395,Maldonado,UY,-34.6667,-54.9167,58.39,95,100,6.87,2021-07-26 01:26:24,overcast clouds
396,Kismayo,SO,-0.3582,42.5454,75.0,78,87,21.47,2021-07-26 01:25:35,light rain
397,Malinovskiy,RU,61.1953,62.8397,52.79,71,100,5.41,2021-07-26 01:26:25,overcast clouds
398,Richards Bay,ZA,-28.783,32.0377,55.13,85,0,6.76,2021-07-26 01:21:49,clear sky
399,Tabou,CI,4.423,-7.3528,76.05,76,28,7.09,2021-07-26 01:26:25,scattered clouds
400,Alofi,NU,-19.0595,-169.9187,82.29,69,6,5.75,2021-07-26 01:26:25,clear sky
401,Bada,RU,51.392,109.8717,66.02,58,95,4.34,2021-07-26 01:26:26,overcast clouds
402,Lucea,JM,18.451,-78.1736,80.46,73,15,2.28,2021-07-26 01:26:26,few clouds
403,Zaton,RU,53.2936,83.8072,74.79,64,0,4.47,2021-07-26 01:26:26,clear sky
404,Muisne,EC,0.6,-80.0333,75.67,84,100,9.31,2021-07-26 01:26:26,overcast clouds
405,Sampit,ID,-2.5333,112.95,79.36,73,0,2.91,2021-07-26 01:26:27,clear sky
406,Panzhihua,CN,26.5851,101.7128,74.97,77,55,1.48,2021-07-26 01:26:27,broken clouds
407,Goundam,ML,16.4145,-3.6708,91.49,43,6,9.89,2021-07-26 01:26:27,clear sky
408,Tulun,RU,54.5611,100.5792,69.69,54,9,4.61,2021-07-26 01:26:27,clear sky
409,Huejuquilla El Alto,MX,22.6,-103.8667,67.17,70,70,2.66,2021-07-26 01:26:28,broken clouds
410,Fairlie,GB,55.756,-4.8556,59.4,79,100,1.54,2021-07-26 01:26:28,overcast clouds
411,Baracoa,CU,20.3467,-74.4958,80.44,87,4,2.33,2021-07-26 01:26:28,clear sky
412,Sayat,TM,38.7839,63.8803,84.07,14,0,22.79,2021-07-26 01:26:28,clear sky
413,Monte Patria,CL,-30.6919,-70.9467,51.8,72,0,1.77,2021-07-26 01:26:29,clear sky
414,Umm Lajj,SA,25.0213,37.2685,84.81,57,6,9.6,2021-07-26 01:26:29,clear sky
415,Wattegama,LK,6.7989,81.4808,76.12,77,43,6.8,2021-07-26 01:26:29,scattered clouds
416,Brae,GB,60.3964,-1.353,55.31,94,0,5.21,2021-07-26 01:26:29,clear sky
417,Marawi,PH,7.9986,124.2928,81.64,62,94,5.19,2021-07-26 01:26:30,overcast clouds
418,Mahendragarh,IN,28.2833,76.15,87.22,65,100,7.49,2021-07-26 01:26:30,overcast clouds
419,Cravo Norte,CO,6.3017,-70.2041,75.45,90,17,4.59,2021-07-26 01:26:30,few clouds
420,Maniwaki,CA,46.3834,-75.966,66.74,94,40,5.75,2021-07-26 01:26:31,scattered clouds
421,Bosaso,SO,11.2842,49.1816,87.04,40,96,25.84,2021-07-26 01:26:31,overcast clouds
422,Aras,ES,42.5617,-2.356,63.01,68,90,1.14,2021-07-26 01:26:31,overcast clouds
423,Ulladulla,AU,-35.35,150.4667,62.87,53,50,12.95,2021-07-26 01:25:57,scattered clouds
424,Acajutla,SV,13.5928,-89.8275,81.3,79,100,3.71,2021-07-26 01:26:31,overcast clouds
425,Balkanabat,TM,39.5108,54.3671,81.41,75,0,3.94,2021-07-26 01:26:32,clear sky
426,Biak,ID,-0.9131,122.8766,79.65,74,73,6.11,2021-07-26 01:26:32,broken clouds
427,Vavuniya,LK,8.7514,80.4971,79.16,79,100,8.63,2021-07-26 01:26:32,overcast clouds
428,Dayong,CN,25.0209,118.2898,91.08,60,99,5.26,2021-07-26 01:26:32,light rain
429,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,52,0,8.05,2021-07-26 01:22:20,clear sky
430,Vostok,RU,46.4856,135.8833,88.45,49,85,1.23,2021-07-26 01:26:01,overcast clouds
431,Vagur,FO,61.4732,-6.8119,52.29,90,100,6.82,2021-07-26 01:26:33,overcast clouds
432,Kurchum,KZ,48.5722,83.6542,75.31,43,93,4.07,2021-07-26 01:26:33,overcast clouds
433,Nyrob,RU,60.733,56.7202,51.03,74,100,3.87,2021-07-26 01:26:33,overcast clouds
434,Canaries,ES,28.0,-15.5,65.39,68,20,24.16,2021-07-26 01:26:34,few clouds
435,Banda Aceh,ID,5.5577,95.3222,80.98,79,100,9.8,2021-07-26 01:26:28,overcast clouds
436,Gorodovikovsk,RU,46.0878,41.9335,72.01,51,17,7.05,2021-07-26 01:26:34,few clouds
437,Vieux-Habitants,GP,16.0589,-61.7659,80.17,84,100,11.54,2021-07-26 01:26:34,overcast clouds
